Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
481,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,98.0,16033,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Frontage on 2 Sides,Gentle Slope,Northridge Heights,Normal,Normal,Single-Family Detached,One Story,Excellent,Average,2004,2005,Hip,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,378.0,Good,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,Good Exposure,Good Living Quarters,1261,Unfinished,0,572,1833,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1850,0,0,1850,1,0,2,0,3,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace,Attached,2004.0,Finished,3,772,Typical/Average,Typical/Average,Paved,519,112,0,0,0,0,,,,0,3,2006,Warranty Deed - Conventional,Normal Sale,326000
482,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,72.0,11846,Paved,,Slightly Irregular,Hillside,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Normal,Normal,Single-Family Detached,One Story,Excellent,Average,2003,2004,Hip,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,562.0,Good,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,Good Exposure,Good Living Quarters,1567,Unfinished,0,225,1792,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1792,0,0,1792,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good - Masonry Fireplace,Attached,2003.0,Finished,3,874,Typical/Average,Typical/Average,Paved,206,49,0,0,0,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,374000
483,2-STORY 1945 & OLDER,Residential Medium Density,50.0,2500,Paved,Paved,Regular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Old Town,Normal,Normal,Single-Family Detached,Two Story,Good,Very Good,1915,2005,Gable,Standard Shingle,Stucco,Stucco,,0.0,Good,Average/Typical,Poured Concrete,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,299,Unfinished,0,611,910,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,916,910,0,1826,1,0,1,1,4,1,Excellent,7,Minor Deductions 2,1,Good - Masonry Fireplace,Attached,1915.0,Unfinished,1,164,Fair,Fair,Paved,0,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,155000
484,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,32.0,4500,Paved,,Regular,Near Flat/Level,All Public Utilities,Frontage on 2 Sides,Gentle Slope,Mitchell,Normal,Normal,,One Story,Above Average,Average,1998,1998,Hip,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,116.0,Average/Typical,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,No Exposure,Good Living Quarters,897,Unfinished,0,319,1216,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1216,0,0,1216,1,0,2,0,2,1,Typical/Average,5,Typical Functionality,0,,Attached,1998.0,Unfinished,2,402,Typical/Average,Typical/Average,Paved,0,125,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,164000
485,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,7758,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Sawyer,Normal,Normal,Single-Family Detached,One Story,Average,Good,1962,2001,Gable,Standard Shingle,Hard Board,Plywood,,0.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,588,Unfinished,0,411,999,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,999,0,0,999,1,0,1,0,3,1,Good,6,Typical Functionality,0,,Detached,1963.0,Unfinished,1,264,Typical/Average,Typical/Average,Paved,0,132,0,0,0,0,,,,0,3,2007,Warranty Deed - Conventional,Normal Sale,132500
486,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,9600,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Good,1950,2007,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,607,Unfinished,0,506,1113,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1113,0,0,1113,0,0,1,0,3,1,Good,5,Typical Functionality,1,Good - Masonry Fireplace,Attached,1950.0,Unfinished,1,264,Typical/Average,Typical/Average,Paved,0,80,120,0,0,0,,,,0,7,2009,Warranty Deed - Conventional,Normal Sale,147000
487,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,79.0,10289,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Good,1965,1965,Hip,Standard Shingle,Metal Siding,Metal Siding,Brick Face,168.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,836,Unfinished,0,237,1073,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1073,0,0,1073,1,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1965.0,Rough Finished,2,515,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,156000
488,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,12243,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northwest Ames,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1971,1971,Gable,Standard Shingle,Plywood,Plywood,,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical,Average Exposure,Average Living Quarters,998,Unfinished,0,486,1484,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1484,0,0,1484,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,1971.0,Unfinished,2,487,Typical/Average,Typical/Average,Paved,224,0,0,0,180,0,,,,0,2,2007,Warranty Deed - Conventional,Normal Sale,175000
489,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,60.0,10800,Paved,,Regular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Old Town,Normal,Normal,,One and One-Half Story (Finished),Average,Below Average,1900,1970,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Fair,Cinder Block,Typical (80-89 inches),Fair,No Exposure,Below Average Living Quarters,664,Unfinished,0,290,954,Gas Forced Warm Air Furnace,Average/Typical,No,Fuse Box over 60 AMP,1766,648,0,2414,0,0,2,0,3,2,Typical/Average,10,Moderate Deductions,1,Good - Masonry Fireplace,Attached,1970.0,Unfinished,2,520,Typical/Average,Fair,Dirt/Gravel,142,0,0,0,0,0,,,,0,5,2006,Contract Low Down,Normal Sale,160000
490,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Residential Medium Density,21.0,1526,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Meadow Village,Normal,Normal,,Split Foyer,Below Average,Very Good,1970,2002,Gable,Standard Shingle,Cement Board,,,0.0,Average/Typical,Good,Cinder Block,Good (90-99 inches),Typical,Average Exposure,Good Living Quarters,515,Unfinished,0,115,630,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,630,0,0,630,1,0,1,0,1,1,Good,3,Typical Functionality,0,,Attached,1970.0,Unfinished,1,286,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,86000
491,2-STORY PUD - 1946 & NEWER,Residential Medium Density,,2665,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Meadow Village,Normal,Normal,Townhouse End Unit,Two Story,Average,Above Average,1976,1976,Gable,Standard Shingle,Cement Board,,,0.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Minimum Exposure,Unfinished,0,Unfinished,0,264,264,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,616,688,0,1304,0,0,1,1,3,1,Typical/Average,4,Typical Functionality,1,Good - Masonry Fireplace,Built-In Garage,1976.0,Finished,1,336,Typical/Average,Typical/Average,Paved,141,24,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,115000
492,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,79.0,9490,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Adjacent to Arterial Street,Normal,Single-Family Detached,One and One-Half Story (Finished),Above Average,Good,1941,1950,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,403,Average Rec Room,165,238,806,Gas Forced Warm Air Furnace,Average/Typical,Yes,Fuse Box over 60 AMP,958,620,0,1578,1,0,1,0,3,1,Fair,5,Typical Functionality,2,Average - Prefabricated Fireplace,Attached,1941.0,Unfinished,1,240,Typical/Average,Typical/Average,Paved,0,0,32,0,0,0,,Minimum Privacy,,0,8,2006,Warranty Deed - Conventional,Normal Sale,133000
493,2-STORY 1946 & NEWER,Residential Low Density,105.0,15578,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Gilbert,Normal,Normal,Single-Family Detached,Two Story,Above Average,Average,2006,2006,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,728,728,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,728,728,0,1456,0,0,2,1,3,1,Typical/Average,8,Typical Functionality,0,,Attached,2006.0,Rough Finished,2,429,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,5,2006,Newly Constructed,Incomplete Construction,172785
494,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,7931,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1960,1960,Gable,Standard Shingle,Brick Face,Wood Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,374,Low Quality,532,363,1269,Gas Forced Warm Air Furnace,Average/Typical,Yes,Fuse Box over 60 AMP,1269,0,0,1269,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,1,Fair - Prefabricated Fireplace,Detached,1964.0,Unfinished,1,308,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,155000
495,1-STORY 1945 & OLDER,Residential Medium Density,50.0,5784,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Adjacent to Arterial Street,Normal,Single-Family Detached,One Story,Average,Very Good,1938,1996,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Brick & Tile,Fair (70-79 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,190,190,Gas Forced Warm Air Furnace,Good,Yes,Fuse Box over 60 AMP,886,0,0,886,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,,Attached,1938.0,Unfinished,1,273,Typical/Average,Typical/Average,Paved,144,20,80,0,0,0,,,,0,12,2009,Warranty Deed - Conventional,Normal Sale,91300
496,1-STORY 1945 & OLDER,,60.0,7879,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Iowa DOT and Rail Road,Normal,Normal,Single-Family Detached,One Story,Below Average,Average,1920,1950,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,495,Unfinished,0,225,720,Gas Forced Warm Air Furnace,Average/Typical,No,Fuse Box over 60 AMP,720,0,0,720,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,523,115,0,0,0,,Good Wood,,0,11,2009,Warranty Deed - Conventional,Abnormal Sale,34900
497,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,12692,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge,Normal,Normal,Single-Family Detached,One Story,Very Good,Average,1992,1993,Hip,Standard Shingle,Brick Face,Brick Face,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,1231,Unfinished,0,1969,3200,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,3228,0,0,3228,1,0,3,0,4,1,Good,10,Typical Functionality,1,Good - Masonry Fireplace,Attached,1992.0,Rough Finished,2,546,Typical/Average,Typical/Average,Paved,264,75,291,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,430000
498,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60.0,9120,Paved,Paved,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Brookside,Normal,Normal,Single-Family Detached,One and One-Half Story (Finished),Good,Above Average,1925,1950,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Good,Poured Concrete,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,329,Unfinished,0,697,1026,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1133,687,0,1820,1,0,2,0,4,1,Typical/Average,8,Typical Functionality,0,,Detached,1925.0,Unfinished,1,240,Typical/Average,Typical/Average,Dirt/Gravel,0,100,0,0,0,0,,Good Privacy,,0,6,2008,Warranty Deed - Conventional,Normal Sale,184000
499,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,65.0,7800,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Sawyer,Normal,Normal,Single-Family Detached,One Story,Average,Good,1967,2004,Hip,Standard Shingle,Hard Board,Hard Board,Brick Face,89.0,Average/Typical,Average/Typical,Poured Concrete,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,450,Unfinished,0,414,864,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,899,0,0,899,0,0,1,0,3,1,Good,5,Typical Functionality,0,,Attached,1967.0,Finished,1,288,Typical/Average,Typical/Average,Paved,64,0,0,0,0,0,,Minimum Privacy,,0,6,2009,Warranty Deed - Conventional,Normal Sale,130000
500,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,7535,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Good,1958,1985,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,111,Low Quality,279,522,912,Gas Forced Warm Air Furnace,Fair,Yes,Standard Circuit Breakers & Romex,912,0,0,912,0,1,1,0,2,1,Typical/Average,5,Typical Functionality,0,,Attached,1958.0,Finished,1,297,Typical/Average,Typical/Average,Paved,12,285,0,0,0,0,,Minimum Wood/Wire,Shed (over 100 SF),480,6,2007,Warranty Deed - Conventional,Normal Sale,120000
501,2-STORY PUD - 1946 & NEWER,Residential Medium Density,21.0,1890,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Briardale,Normal,Normal,,Two Story,Above Average,Average,1973,1973,Gable,Standard Shingle,Hard Board,Hard Board,Brick Face,285.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,356,Unfinished,0,316,672,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,672,546,0,1218,0,0,1,1,3,1,Typical/Average,7,Typical Functionality,0,,Detached,1973.0,Unfinished,1,264,Typical/Average,Typical/Average,Paved,144,28,0,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,113000
502,2-STORY 1946 & NEWER,Floating Village Residential,75.0,9803,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,Single-Family Detached,Two Story,Good,Average,2005,2005,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,400,Unfinished,0,466,866,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,866,902,0,1768,0,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached,2005.0,Rough Finished,2,603,Typical/Average,Typical/Average,Paved,0,108,0,0,0,0,,,,0,2,2008,Warranty Deed - Conventional,Normal Sale,226700
503,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,9170,Paved,,Regular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Edwards,Adjacent to Feeder Street,Normal,Single-Family Detached,One Story,Average,Good,1965,1965,Hip,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,698,Good Living Quarters,96,420,1214,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1214,0,0,1214,1,0,1,0,2,1,Typical/Average,6,Typical Functionality,0,,Detached,1965.0,Unfinished,2,461,Fair,Fair,Paved,0,0,184,0,0,0,,Good Privacy,Shed (over 100 SF),400,4,2007,Warranty Deed - Conventional,Normal Sale,140000
504,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100.0,15602,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Crawford,Normal,Normal,Single-Family Detached,One Story,Good,Very Good,1959,1997,Gable,Standard Shingle,Brick Face,Wood Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,1247,Unfinished,0,254,1501,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1801,0,0,1801,1,0,2,0,1,1,Typical/Average,6,Typical Functionality,2,Average - Prefabricated Fireplace,Attached,1959.0,Finished,2,484,Typical/Average,Typical/Average,Paved,0,54,0,0,161,0,,Good Wood,,0,3,2010,Warranty Deed - Conventional,Normal Sale,289000
505,2-STORY PUD - 1946 & NEWER,Residential Low Density,24.0,2308,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northpark Villa,Normal,Normal,Townhouse End Unit,Two Story,Above Average,Average,1974,1974,Gable,Standard Shingle,Plywood,,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,257,Average Rec Room,495,103,855,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,855,467,0,1322,0,1,2,1,3,1,Typical/Average,6,Typical Functionality,1,Fair - Prefabricated Fireplace,Attached,1974.0,Unfinished,2,440,Typical/Average,Typical/Average,Paved,260,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,147000
506,DUPLEX - ALL STYLES AND AGES,Residential Medium Density,60.0,7596,Paved,Gravel,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Adjacent to Arterial Street,Normal,,Two Story,Average,Average,1952,1952,Hip,Standard Shingle,Wood Siding,Wood Siding,Brick Face,360.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,960,960,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,960,1000,0,1960,0,0,2,0,4,2,Typical/Average,10,Typical Functionality,0,,Detached,1952.0,Unfinished,2,400,Typical/Average,Typical/Average,Dirt/Gravel,0,0,0,0,0,0,,,,0,7,2009,Court Officer Deed/Estate,Normal Sale,124500
507,2-STORY 1946 & NEWER,Residential Low Density,80.0,9554,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Sawyer West,Normal,Normal,Single-Family Detached,Two Story,Very Good,Average,1993,1994,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,125.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,380,Unfinished,0,397,777,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1065,846,0,1911,0,0,2,1,3,1,Good,8,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,1993.0,Rough Finished,2,471,Typical/Average,Typical/Average,Paved,182,81,0,0,0,0,,,,0,9,2006,Warranty Deed - Conventional,Normal Sale,215000
508,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,75.0,7862,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,Single-Family Detached,One Story,Above Average,Average,2009,2009,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,27,Unfinished,0,1191,1218,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1218,0,0,1218,0,0,2,0,2,1,Good,4,Typical Functionality,0,,Attached,2009.0,Finished,2,676,Typical/Average,Typical/Average,Paved,0,102,0,0,0,0,,,,0,9,2009,Newly Constructed,Incomplete Construction,208300
509,2-STORY 1945 & OLDER,Residential Medium Density,60.0,9600,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Normal,Normal,Single-Family Detached,Two Story,Good,Excellent,1928,2005,Gambrel (Barn),Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Excellent,Brick & Tile,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,141,Unfinished,0,548,689,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,689,689,0,1378,0,0,2,0,3,1,Good,7,Typical Functionality,1,Good - Masonry Fireplace,Detached,1928.0,Unfinished,2,360,Typical/Average,Typical/Average,Dirt/Gravel,0,0,116,0,0,0,,,,0,10,2008,Warranty Deed - Conventional,Normal Sale,161000
